a	один
coffin	гроб
cog	зуб
cogent	убедительный
cognate	родственный
cognition	познание
cognitive	когнитивный
coherence	когерентность
coherent	когерентный
cohesion	сплоченность
cohesive	связный
cohort	когорта
coil	катушка
coin	монета
coincide	совпадать
coincidence	совпадение
coke	кокс
cold	холод
coldly	холодно
colic	колика
collaborate	сотрудничать
collaboration	сотрудничество
collage	коллаж
collagen	коллаген
collapse	разрушаться
collar	воротник
collate	сличать
collateral	обеспечение
colleague	коллега
collect	собирать (предметы)
collection	коллекция
collective	коллективный
collector	коллекционер
college	колледж
collide	сталкиваться
collie	колли
collier	горняк
collision	столкновение
colloquial	разговорный
cologne	одеколон
colombia	колумбия
colon	двоеточие
colonel	полковник
colonial	колониальный
colony	колония
color	цвет
colored	окрашенный
colossal	колоссальный
colour	цвет
coloured	цветной
colourful	красочный
colt	жеребенок
column	колонна
columnist	обозреватель
coma	кома
comatose	коматозный
comb	гребень
combat	борьба
combination	соединение
combine	объединять
combined	объединенный
combustion	сгорание
come	приходить
comeback	возвращение
comedian	комик
comedy	комедия
comet	комета
comfort	утешать
comfortable	уютный
comfortably	уютно
comfy	уютный
comic	комический
comics	комический
coming	наступающий
comma	запятая
command	команда
commandant	комендант
commandeer	реквизировать
commander	командир
commemorate	отмечать
commence	начинать
commend	одобрять
commensurate	соразмерный
comment	коментарий
commentary	комментарий
commentator	комментатор
commerce	торговля
commercial	коммерческий
commiserate	сочувствовать
commission	коммитет
commissioner	комиссар
commit	совершать
commitment	обязательство
committee	комитет
commode	комод
commodity	товар
common	общий
commonality	общность
commonly	обычно
commonplace	банальный
commons	палата общин
commonwealth	содружество
commotion	смятение
communal	коммунальный
commune	коммуна
communicate	говорить
communication	информация
communion	причастие
communism	коммунизм
communist	коммунистический
community	община
commute	коммутировать
commuter	пассажир
compact	компактный
companion	спутник
company	общество
comparable	сравнимый
comparative	сравнительный
comparatively	сравнительно
compare	сравнивать
comparison	сравнение
compartment	купе
compass	компас
compassion	сострадание
compassionate	сострадательный
compatible	совместимый
compel	вынуждать
compelling	вынуждать
compendium	сборник
compensate	компенсировать
compensation	компенсация
compete	состязаться
competence	компетенция
competent	компетентный
competition	соревнование
competitive	соперничающий
competitor	конкурент
compile	компилировать
complacency	самодовольство
complacent	самодовольный
complain	жаловаться
complaint	жалоба
complement	дополнение
complementary	дополнительный
complete	полный
completely	вполне
completion	завершение
complex	смешанный
complexion	цвет лица
complexity	сложность
compliance	соответствие
complicate	затруднять
complicated	запутанный
complication	осложнение
complicity	соучастие
compliment	комплимент
comply	соответствовать
component	составная часть
compose	сочинять
composer	композитор
composition	состав
compost	компост
composure	самообладание
compound	соединение
comprehend	понимать
comprehensive	всеобъемлющий
compress	сжимать
compressed	сжатый
compression	сжатие
comprise	схватывать
compromise	компромисс
compulsion	принуждение
compulsive	навязчивый
compulsory	обязательный
compunction	раскаяние
compute	вычислять
computer	компьютер
computing	вычислительный
comrade	товарищ
conceal	скрывать
concede	соглашаться
conceit	тщеславие
conceive	зачать
concentrate	сосредоточиваться
concentration	концентрация
concept	понятие
conception	концепция
conceptual	концептуальный
concern	беспокойство
concerned	заинтересованный
concerning	касательно
concert	концерт
concerted	согласованный
concerto	концерт
concession	концессия
concise	краткий
conclude	делать вывод
conclusion	умозаключение
conclusive	убедительный
concoct	выдумывать
concord	согласие
concourse	соединение
concrete	бетонный
concur	соглашаться
concurrent	одновременный
condemn	осуждать
condense	конденсировать
condensed	конденсированный
condescend	снизойти
condition	состояние
condom	презерватив
conducive	способствующий
conduct	поведение
conductor	жила
conduit	канал
cone	конус
confection	производство
confederate	конфедерат
confer	совещаться
conference	конференция
confess	признаваться
confession	признание
confetti	конфетти
confide	доверять
confidence	вера
confident	уверенный
confidential	конфиденциальный
confidently	уверенно
configuration	конфигурация
confine	ограничивать
confirm	подтверждать
confirmation	подтверждение
confiscate	конфисковать
conflict	конфликт
conform	соответствовать
confound	смешивать
confront	противостоять
confrontation	конфронтация
confuse	смешивать
confused	смущенный
confusing	сбивающий с толку
confusion	смущение
congenital	врожденный
congested	скученный
congestion	застой
conglomerate	конгломерат
congratulate	поздравлять
congratulation	поздравление
congratulations	поздравление
congregate	собирать
congregation	прихожане
congress	конгресс
conical	конический
conjecture	гипотеза
conjugate	сопряженный
conjunction	конъюнкция
conjure	заклинать
connect	соединять
connection	связь
connoisseur	знаток
conquer	завоевывать
conquest	завоевание
conscience	совесть
conscientious	добросовестный
conscious	сознательный
consciousness	сознание
conscript	призывник
consecutive	последовательный
consensual	согласованный
consensus	консенсус
consent	согласие
consequence	следствие
consequent	последующий
consequential	косвенный
consequently	поэтому
conservation	сохранение
conservatism	консерватизм
conservative	консервативный
conservatory	оранжерея
conserve	сохранять
consider	рассматривать
considerable	значительный
considerably	значительно
considerate	деликатный
consideration	размышление
considering	рассматривать
consign	передавать
consist	состоять
consistency	согласованность
consistent	последовательный
consistently	в соответствии с
consolation	утешение
console	консоль
consolidate	консолидировать
consonant	согласный
consortium	консорциум
conspicuous	видный
conspiracy	заговор
conspire	устраивать заговор
constable	констебль
constant	неизменный
constantly	непрерывно
constellation	созвездие
consternation	ужас
constituency	избирательный округ
constituent	конституэнт
constitute	составлять
constitution	конституция
constitutional	конституционный
constrain	ограничивать
constraint	ограничение
constrict	сжимать
construct	строить
construction	стройка
constructive	конструктивный
construe	истолковывать
consul	консул
consult	советоваться
consultant	консультант
consultation	консультация
consume	потреблять
consumer	потребитель
consummate	законченный
consumption	потребление
contact	соприкасаться
contagious	заразный
contain	содержать в себе
container	сосуд
contaminant	загрязнитель
contaminate	загрязнять
contamination	загрязнение
contemplate	рассматривать
contemporary	современный
contempt	презрение
contend	утверждать
content	содержимое
contentious	спорный
contest	конкурс
context	контекст
continent	континент
continental	континентальный
contingent	контингент
continually	ежеминутно
continuation	продолжение
continue	продолжать
continued	продолжающийся
continuity	непрерывность
continuous	непрерывный
continuously	безперебойно
continuum	континуум
contour	контур
contraband	контрабанда
contraception	контрацепция
contraceptive	контрацептив
contract	контракт
contraction	сокращение
contractor	подрядчик
contractual	договорный
contradict	противоречить
contradiction	противоречие
contrary	противоположный
contrast	контраст
contrasting	контрастный
contribute	делать взносы
contribution	взнос
contributor	сотрудник
control	управлять
controlled	управляемый
controller	контроллер
controversial	спорный
controversy	спор
conundrum	загадка
convection	конвекция
convene	созывать
convenience	удобство
convenient	удобный
convent	монастырь
convention	собрание
conventional	обычный
converge	сходиться
conversation	разговор
converse	обратный
conversely	обратно
conversion	преобразование
convert	превращать
convex	выпуклый
convey	выражать
convict	осужденный
conviction	убеждение
convince	убеждать
convinced	убежденный
convincing	убедительный
convocation	созыв
convoluted	свёрнутый спиралью
convoy	конвой
coo	ворковать
cook	готовить
cookbook	поваренная книга
cooker	плита
cookie	булочка
cooking	кулинария
cool	прохладный
coop	клетка
cooperation	сотрудничество
coordinate	координата
coordinator	координатор
cop	полицейский
cope	справиться
copious	обильный
copper	медь
copy	копировать
copyright	авторское право
coral	коралловый
cord	шнур
cordial	сердечный
cordon	кордон
corduroy	вельвет
core	центр
cork	пробка
corn	кукуруза
cornea	роговица
corned	кукуруза
corner	угол
corny	найдено
corollary	следствие
coronary	коронарный
coronation	коронация
coroner	коронер
corporal	капрал
corporate	корпоративный
corporation	корпорация
corps	корпус
corpse	труп
corpus	корпус
correct	исправлять
correction	коррекция
correctly	верно
correlate	коррелировать
correlation	корреляция
correspond	соответствовать
correspondence	соответствие
correspondent	корреспондент
corresponding	соответствующий
corridor	коридор
corroborate	подтверждать
corrupt	коррумпировать
corruption	коррупция
corset	корсет
cortex	кора
cos	причина
cosine	косинус
cosmetic	косметический
cosmic	космический
cosmopolitan	космополит
cosmos	космос
cost	цена
costly	дорогой
costume	костюм
cot	койка
coterie	круг лиц
cottage	коттедж
cotton	хлопок
couch	кушетка
cough	кашлять
could	прош. вр. от мочь
councillor	советник
counsel	адвокат
counselling	консультация
counsellor	советник
count	вычисление
countdown	обратный отсчёт
countenance	поощрять
counter	столешница
counteract	противодействовать
counterbalance	противовес
counterfeit	подделка
counterpart	аналог
counterweight	противовес
country	страна
countryman	земляк
countryside	сельская местность
county	округ
coupe	купе
couple	пара
coupon	купон
courage	смелость
courier	курьер
course	курс
court	суд
courteous	вежливый
courtesy	вежливость
courthouse	здание суда
courtroom	найдено
courtship	ухаживание
courtyard	двор
cousin	двоюродный брат
cove	бухточка
covenant	пакт
cover	накрывать
coverage	охват
covered	закрытый сверху
covering	покрышка
covert	тайный
covet	домогаться
cow	корова (самка)
coward	трус
cowardice	трусость
cowboy	ковбой
cower	сжиматься
cowl	колпак
cowslip	примула
coy	скрытный
coyote	койот
cozy	уютный
cpu	цп
crab	краб
crack	лопаться
crackdown	закручивание гаек
cracked	треснувший
cracker	крекер
crackle	треск
cradle	колыбель
craft	ремесло
craftsman	мастер
crag	скала
cram	втискивать
cramp	судорога
cramped	тесный
cranberry	клюква
crane	кран
cranial	черепной
crank	рукоятка
cranky	неисправный
cranny	прорез
crap	чепуха
crappy	дерьмовый
crash	грохот
crass	грубый
crate	ящик
crater	кратер
crave	жаждать
craven	малодушный
craving	тяга
crawl	ползти
crayon	цветной карандаш
craze	мания
crazy	псих
creak	скрип
cream	кремовый
crease	складка
create	производить
creation	формирование
creative	созидательный
creature	создание
creche	детские ясли
credence	вера
credentials	верительные грамоты
credibility	достоверность
credit	кредит
creditor	кредитор
credulity	легковерие
creed	вероисповедание
creek	бухточка
creep	ползти
crepe	крепированный
crescendo	крещендо
crescent	полумесяц
crest	гребень
crevice	расщелина
crew	команда
crib	шпаргалка
cricket	сверчок
crime	преступление
criminal	злоумышленник
criminology	криминология
crimson	малиновый
cringe	раболепствовать
crinkle	сморщиваться
cripple	калека
crisis	кризис
crisp	хрустящий
criterion	критерий
critic	критик
critical	критический
criticism	критика
criticize	критиковать
critique	критика
croak	каркать
croat	хорват
crock	глиняный кувшин
crockery	посуда
crocodile	крокодил
croissant	круассан
crony	близкий
crook	сгибать
crooked	кривой
crop	урожай
croquet	крокет
cross	переходить
crossing	пересекающийся
crossover	мост
crotch	развилка
crouch	припадать к земле
crow	ворона
crowd	толпа
crowded	переполненный
crown	корона
crucial	ключевой
crucible	тигель
crucifix	распятие
crucify	распинать
crude	нефть
cruel	жестокий
cruelty	жестокость
cruise	круиз
crumb	крошка
crumble	крошиться
crunch	хруст
crusade	крестовый поход
crush	давить
crust	корка
crutch	костыль
crux	крест
cry	кричать
crypt	крипта
cryptic	загадочный
crystal	кристалл
crystalline	кристаллический
cub	щенок
cuban	кубинский
cube	куб
cubic	кубический
cubicle	кабина
cuckoo	кукушка
cucumber	огурец
cuddle	крепкие объятия
cue	сигнал
cuff	манжета
cuisine	кухня
culinary	кулинарный
culprit	обвиняемый
cult	культ
cultivate	культивировать
cultural	культурный
culture	культура
cumbersome	громоздкий
cumulative	кумулятивный
cunning	хитрый
cunt	влагалище
cup	чашка
cupboard	буфет
cuppa	чашка чаю
curate	викарий
curator	куратор
curb	обочина
curd	творог
cure	лечение
curfew	комендантский час
curiosity	любопытство
curious	любопытный
curiously	любопытно
curl	виться
curly	кудрявый
currant	смородина
currency	валюта
current	текущий
currently	теперь
curriculum	учебная программа
curse	проклинать
cursing	проклинать
cursive	скоропись
cursor	курсор
cursory	беглый
curtail	ограничивать
curtain	занавеска
curve	кривая
curved	изогнутый
cushion	подушка
cusp	точка возврата
custodian	хранитель
custody	опека
custom	обычай
customer	покупатель
customs	таможня
cut	резать
cutback	сокращение
cute	изящный
cutlery	ножи
cutting	режущий
cv	резюме
cyanide	цианид
cycle	проходить
cycling	велоспорт
cylinder	цилиндр
cylindrical	цилиндрический
cymbal	кимвал
cynical	циничный
cynicism	цинизм
cypress	кипарис
cyst	киста
cytoplasm	цитоплазма
dab	мазок
dabble	брызгаться
dad	папа
daddy	папа
daffodil	нарцисс
daft	глупый
dagger	кинжал
daily	ежедневный
dainty	изысканный
dairy	молочная
daisy	маргаритка
dale	дол
dam	плотина
damage	вред
damaging	ущерб
dame	дама
damn	проклинать
damp	влажный
dance	танец
dancer	танцор
dancing	танцы
dandelion	одуванчик
dandruff	перхоть
dandy	денди
danger	опасность
dangerous	опасный
dangle	болтать
danish	датский
dapper	щеголеватый
dare	отваживаться
daresay	полагаю
dark	темный
darkness	темнота
darling	дорогой
darn	штопать
dart	бросать
dash	бросаться
data	данные
database	база данных
date	дата
daub	обмазывать
daughter	дочь
daunt	пугать
dawdle	плестись
dawn	рассвет
day	день
daydream	мечта
daylight	дневной свет
dazzle	ослеплять
deacon	дьякон
dead	мертвый
deadlock	взаимоблокировка
deadly	смертельный
deaf	глухой
deal	распределять
dealer	дилер
dealing	раздача
dean	декан
dear	дорогой
death	смерть
deathbed	смертное ложе
debacle	разгром
debate	дебаты
debit	дебетовый
debonair	обходительный
debris	обломки
debt	долг
debtor	должник
debut	дебют
decade	десяток
decadence	упадок
decay	гниение
deceased	умерший
deceit	обман
deceive	обманывать
deceleration	замедление
december	декабрь
decency	приличие
decent	подходящий
deception	обман
deceptive	обманчивый
decide	решать
decimal	десятичный
decimate	косить
decipher	расшифровывать
decision	решение
decisive	решающий
deck	палуба
declaration	декларация
declare	заявлять
decline	спускаться
decode	декодировать
decompose	разлагаться
decor	декор
decorate	украшать
decoration	украшение
decorative	декоративный
decorum	декорум
decoy	манок
decrease	уменьшение
decree	постановление
decrepit	дряхлый
decry	осуждать
dedicate	посвящать
deduce	выводить
deduct	вычитать
deduction	вывод
deed	дело
deem	считать
deep	глубокий
deeply	глубоко
deer	олень
default	умолчание
defeat	одержать победу
defect	дефект
defence	оборона
defend	защищать
defendant	подсудимый
defender	защитник
defense	защита
defensive	оборонительный
defer	откладывать
defiance	вызов
defiant	вызывающий
deficiency	недостаток
deficit	дефицит
define	определять
definite	ясный
definitely	определённо
definition	определение
deflate	выкачивать
deflect	отклонять
deform	деформировать
defraud	обманывать
defrost	размораживать
deft	ловкий
defunct	исчезнувший
defy	нарушать
degenerate	вырождаться
degeneration	вырождение
degradation	деградация
degrade	унизить
degraded	деградированный
degree	степень
deign	соблаговолить
deity	божество
delay	откладывать
delegate	делегат
delegation	делегация
delete	удалять
deleterious	вредный
deliberate	неслучайный
deliberately	преднамеренно
delicate	тонкий
delicatessen	кулинария
delicious	восхитительный
delight	удовольствие
delightful	восхитительный
delineate	очерчивать
delinquent	преступник
delirious	бредовый
delirium	бред
deliver	доставлять
deliverance	освобождение
delivery	доставка
dell	лесистая долина
delta	дельта
delve	копаться
demand	требовать
demean	вести себя
dementia	слабоумие
demise	кончина
democracy	демократия
democrat	демократ
democratic	демократичный
demographic	демографический
demolish	разрушать
demolition	снос
demon	демон
demonic	демонический
demonstrate	демонстрировать
demonstration	демонстрация
demonstrator	демонстрант
den	берлога
denial	отрицание
denigrate	порочить
denim	джинсовая ткань
denmark	дания
denomination	деноминация
denominator	знаменатель
denote	обозначать
denounce	осуждать
dense	плотный
density	плотность
dent	вмятина
dental	стоматологический
dentist	зубной врач
denture	зубной протез
deny	отрицать
deodorant	дезодорант
depart	отправляться
department	отдел
departmental	ведомственный
departure	отъезд
depend	зависеть
dependence	зависимость
dependency	зависимость
dependent	зависящий
depending	зависеть
depict	изображать
deplete	обеднять
deplore	сожалеть
deploy	развертывать
deport	депортировать
depose	низлагать
deposit	класть в банк
depot	склад
depreciate	обесцениваться
depreciation	амортизация
depress	подавлять
depressed	подавленный
depressing	тягостный
depression	уныние
deprivation	лишение
deprive	лишать
depth	глубина
deputy	заместитель
derail	сходить с рельсов
derby	дерби
derelict	покинутый
deride	высмеивать
derive	получать
dermatology	дерматология
derogatory	пренебрежительный
descend	спускаться
descent	спуск
describe	описывать
description	описание
desert	пустыня
deserve	заслуживать
design	замысел
designate	назначать
designer	конструктор
desirable	желательный
desire	желание
desired	желательный
desist	переставать
desk	рабочий стол
desktop	настольный
desolate	пустынный
despair	отчаяние
desperate	безнадежный
desperately	отчаянно
despicable	презренный
despise	презирать
despite	несмотря на
despondent	унылый
despot	деспот
dessert	десерт
destabilize	дестабилизировать
destination	назначение
destiny	судьба
destitute	нищий
destroy	разрушать
destruction	разрушение
detach	отделять
detached	отделенный
detachment	отделение
detail	подробность
detailed	подробный
detain	задерживать
detect	обнаруживать
detection	обнаружение
detective	детектив
detector	детектор
detention	задержание
deter	сдерживать
detergent	моющий
deteriorate	ухудшаться
determination	решительность
determine	определять
determined	решительный
detest	ненавидеть
detonate	взрывать
detour	объезд
detract	умалять
detriment	ущерб
detrimental	вредный
devalue	обесценивать
devastate	опустошать
devastating	опустошительный
develop	развивать
developed	развитый
developer	разработчик
developing	развивающийся
development	развитие
developmental	эволюционный
deviant	девиантный
deviate	отклоняться
deviation	отклонение
device	устройство
devil	дьявол
devious	непрямой
devise	придумывать
devoid	лишенный
devolve	передавать (права
devote	отдавать
devoted	преданный
devour	пожирать
devout	набожный
dew	роса
dexterity	ловкость
diabetes	диабет
diabolical	дьявольский
diagnose	диагностировать
diagnosis	диагноз
diagnostic	диагностический
diagonal	диагональ
diagram	диаграмма
dial	набирать
dialect	диалект
dialectical	диалектический
dialogue	диалог
dialysis	диализ
diameter	диаметр
diametrically	диаметрально
diamond	алмаз
diarrhoea	понос
diary	дневник
dice	кости
dichotomy	дихотомия
dictate	диктовать
diction	дикция
dictionary	словарь
die	умирать
diesel	дизель
diet	пища
differ	отличаться
difference	разница
different	непохожий
differential	дифференциальный
differentiate	дифференцировать
differentiation	дифференцирование
differently	по-другому
difficult	трудный
difficulty	трудность
diffident	застенчивый
diffuse	рассеянный
diffusion	диффузия
dig	копать
digest	переваривать
digestion	пищеварение
digit	цифра
digital	цифровой
dignify	облагораживать
dignity	достоинство
digress	отвлекаться
dilapidated	ветхий
dilate	расширяться
dilemma	дилемма
diligent	прилежный
dill	укроп
dilute	разбавлять
dilution	разбавление
dim	тусклый
dimension	размер
diminish	уменьшать
diminutive	миниатюрный
dimple	ямочка
din	шум
dine	обедать
dinghy	ялик
dingy	грязный
dining	обедать
dinky	маленький
dinner	обед (главный
dinosaur	динозавр
dint	вмятина
diocese	епархия
dioxide	двуокись
dip	окунать
diphtheria	дифтерия
diploma	диплом
diplomacy	дипломатия
diplomat	дипломат
diplomatic	дипломатический
dire	страшный
direct	прямой
direction	направление
directive	директива
directly	прямо
director	директор
directory	каталог
dirt	грязь
dirty	грязный
disability	бессилие
disabled	отключенный
disadvantage	неудобство
disagree	не совпадать
disagreement	ссора
disallow	не признавать
disappear	исчезать
disappoint	разочаровывать
disappointed	разочарованный
disappointing	неутешительный
disappointment	разочарование
disapproval	неодобрение
disapprove	не одобрять
disapproving	неодобрительный
disarm	разоружать
disarray	смятение
disaster	беда
disastrous	гибельный
disband	распускать
disburse	платить
discard	отбросить
discern	различать
discernible	различимый
discharge	разряд
disciple	ученик
disciplinary	дисциплинарный
discipline	дисциплина
disclose	раскрывать
disclosure	раскрытие
disco	дискотека
disconnect	отключать
discontent	недовольство
discontinue	прекращать
discontinuity	разрыв
discontinuous	разрывный
discount	скидка
discourage	обескураживать
discourse	речь
discover	обнаруживать
discovery	открытие
discredit	дискредитировать
discreet	сдержанный
discrepancy	расхождение
discrete	дискретный
discretion	усмотрение
discriminate	дискриминировать
discrimination	дискриминация
discursive	дискурсивный
discus	диск
discuss	обсуждать
discussion	дискуссия
disdain	презрение
disease	болезнь
disgrace	позор
disgruntled	раздражённый
disguise	скрывать
disgust	раздразжать
disgusting	отвратительный
dish	блюдо
disharmony	дисгармония
dishonest	нечестный
dishonestly	нечестно
disillusion	разочаровывать
disinclined	несклонный
disinfect	дезинфицировать
disingenuous	неискренний
disintegrate	распадаться
disinterested	бескорыстный
disk	диск
dislike	неприязнь
dislocate	вывихнуть
dislodge	выбивать
disloyal	неверный
dismal	унылый
dismantle	демонтировать
dismay	испуг
dismember	расчленять
dismiss	увольнять
dismissal	увольнение
disobedient	непослушный
disobey	не повиноваться
disorder	беспорядок
disparage	принижать
disparate	несоизмеримый
disparity	неравенство
dispatch	отправлять
dispel	рассеивать
dispense	освобождать
disperse	рассеиваться
displace	перемещать
displacement	смещение
display	выставлять
disposal	распоряжение
dispose	располагать
disposition	расположение
disprove	опровергать
dispute	спор
disqualify	дисквалифицировать
disquiet	беспокойство
disrepair	неисправность
disrespect	неуважение
disrupt	нарушать
disruption	нарушение
disruptive	пробивной
dissatisfied	недовольный
dissatisfy	не удовлетворять
dissect	препарировать
disseminate	распространять
dissension	разногласие
dissent	инакомыслие
dissertation	диссертация
disservice	плохая услуга
dissident	диссидент
dissipate	рассеиваться
dissolution	растворение
dissolve	растворяться
dissuade	отговаривать
distance	расстояние
distant	дальний
distaste	отвращение
distemper	чумка
distil	дистиллировать
distinct	различный
distinction	различие
distinctive	отличительный
distinctly	отчетливо
distinguish	различить
distinguished	выдающийся
distort	искажать
distortion	искажение
distract	отвлекать
distraught	потерявший рассудок
distress	огорчать
distribute	распределять
distributed	распределенный
distribution	распределение
distributor	дистрибьютор
district	район
distrust	недоверие
disturb	волновать
disturbance	возмущение
disturbing	беспокоящий
disuse	неиспользование
ditch	канава
dither	сильное возбуждение
ditto	то же самое
diuretic	диуретик
divan	диван
dive	нырять
diverge	расходиться
diverse	разнообразный
diversification	диверсификация
diversified	многоотраслевой
diversify	диверсифицировать
diversion	развлечение
diversity	разнообразие
divert	отвлекать
divest	лишать
divide	делить
dividend	дивиденд
divine	божественный
divinity	божество
division	деление
divisional	дивизионный
divisive	сеющий распри
divorce	разводится
divorced	разведенный
divulge	разглашать
dizzy	головокружительный
dj	диск-жокей
dna	днк
do	делать
docile	послушный
dock	причал
dockyard	верфь
doctor	врач
doctorate	докторская степень
doctrine	доктрина
document	документ
documentary	документальный
documentation	документация
dodge	увертываться
dodger	увёртливый человек
dodgy	изворотливый
doe	самка
dog	собака
dogged	собака
dogma	догма
dogmatic	догматический
doing	действие
doll	кукла
dollar	доллар
dolphin	дельфин
domain	домен
dome	купол
domestic	домашний
dominance	господство
dominant	доминирующий
dominate	управлять
domination	господство
dominican	доминиканский
dominion	доминион
domino	домино
donate	жертвовать
donation	пожертвование
donkey	осел
donor	донор
doodle	болван
doom	обрекать
doomed	обреченный
doomsday	судный день
door	дверь
doorbell	дверной звонок
doorman	швейцар
doorstep	порог
doorway	дверной проем
dope	наркотик
dormant	дремлющий
dormitory	общежитие
dose	доза
dossier	досье
dot	точка
dotty	найдено
double	двойной
doubt	сомнение
doubtful	сомнительный
doubtless	несомненно
dough	тесто
doughnut	пончик
dour	непреклонный
douse	заливать
dowdy	некрасивый
down	по
downcast	потупленный
downfall	падение
downhill	под гору
download	загружать
downpour	ливень
downright	прямой
downside	нижняя сторона
downstairs	внизу
downstream	вниз по течению
downtown	вниз
downward	вниз
downwind	по ветру
dowry	приданое
doze	дремать
dozen	дюжина
dozy	дремлющий
drab	серый
draconian	драконовский
draft	набросок
drag	тянуть
dragon	дракон
dragonfly	стрекоза
drain	осушать
drainage	дренаж
drake	селезень
drama	драма
dramatic	драматичный
dramatically	драматично
drape	драпировка
drastic	радикальный
drastically	чрезмерно
draught	сквозняк
draw	рисовать
drawback	недостаток
drawer	чертежник
drawing	рисование
dread	страх
dreaded	страх
dreadful	ужасный
dream	видеть сон
dreary	тоскливый
dredge	драга
dress	одевать
dressed	одетый
dresser	костюмер
dressing	повязка
dressmaker	портниха
dribble	капать
dried	сухой
drift	дрейфовать
drill	сверло
drink	пить
drip	капля
drive	езда
driver	водитель
driveway	дорога
driving	привод
drizzle	моросить
drone	гудеть
drool	слюна
droop	поникать
drop	капля
drought	засуха
drown	тонуть
drowsy	сонный
drug	лекарство
drugstore	аптека
drum	барабан
drunk	напившийся
drunkard	пьяница
drunken	пьяный
dry	сушить
dual	двойственный
dub	дублировать
dubious	сомнительный
duchess	герцогиня
duck	утка
duct	труба
dude	чувак
due	ожидаемый
duel	дуэль
duet	дуэт
duke	герцог
dull	тупой
duly	должным образом
dumb	глупый
dummy	фиктивный
dump	класть
dumpling	пышка
dumpy	подавленный
dun	серовато-коричневый
dune	дюна
dung	навоз
dungaree	джинсовая ткань
dungeon	темница
duo	дуэт
duopoly	дуополия
dupe	надувать
duplex	дуплексный
duplicate	дублировать
duplication	дублирование
durable	прочный
duration	продолжительность
duress	принуждение
during	в течении
dusk	сумерки
dust	пыль
dustbin	мусорный ящик
dustman	мусорщик
dutch	голландский
duty	почтение
dvd	цифровой диск
dwarf	гном
dwell	обитать
dwelling	жилище
dwindle	сокращаться
dye	краситель
dying	умирающий
dyke	дамба
dynamic	динамический
dynamics	динамика
dynamism	динамизм
dynamite	динамит
dynamo	динамо
dynasty	династия
dysentery	дизентерия
dysfunction	дисфункция
dystrophy	дистрофия
each	каждый
eager	страстно желающий
eagle	орел
ear	ухо
earl	граф
early	в начале
earmark	предназначать
earn	зарабатывать
earnest	серьезный
earnings	доход
earring	серьга
earth	земля
earthenware	глиняная посуда
earthquake	землетрясение
ease	легкость
easel	мольберт
easily	легко
east	восток
easter	пасха
eastern	восточный
easy	легкий
eat	есть
eating	едящий
eavesdrop	подслушивать
ebb	отлив
ebony	черное дерево
eccentric	эксцентричный
ecclesiastical	церковный
echelon	эшелон
echo	эхо
eclectic	эклектичный
eclipse	затмение
ecological	экологический
ecology	экология
economic	экономический
economically	экономически
economics	экономика
economist	экономист
economy	хозяйство
ecosystem	экосистема
ecstasy	экстаз
ecstatic	восторженный
ecumenical	вселенский
eddy	водоворот
edge	кромка
edgy	взвинченный
edible	съедобный
edict	указ
edit	редактировать
edition	издание
editor	редактор
educate	воспитывать
educated	образованный
education	образование
educational	образовательный
educator	педагог
eel	угорь
eerie	жуткий
effect	результат
effective	действенный
effectively	действенно
effectiveness	эффективность
efficacy	эффективность
efficiency	эффективность
efficient	действенный
efficiently	рационально
effluent	сброс
effort	усилие
egalitarian	эгалитарный
egg	яйцо
eggshell	яичная скорлупа
ego	эго
egypt	египет
egyptian	египетский
eight	восемь
eighth	восьмой
either	один из двух
ejaculate	эякулят
eject	выбрасывать
elaborate	разрабатывать
elapse	проходить
elastic	упругий
elasticity	упругость
elbow	локоть
elder	старший
elderly	пожилой
eldest	старший
elect	избирать
elected	избирать
election	выборы
elective	выборный
electoral	избирательный
electorate	электорат
electric	электрический
electrical	электрический
electricity	электричество
electrode	электрод
electromagnetic	электромагнитный
electron	электрон
electronic	электронный
electronics	электроника
elegant	изысканный
elegy	элегия
element	элемент
elemental	стихийный
elementary	элементарный
elephant	слон
elevate	повышать
elevator	грузоподъемник
eleven	одиннадцать
elf	эльф
elicit	вызывать
eligible	подходящий
eliminate	устранять
elite	элита
elizabethan	елизаветинский
ellipse	эллипс
elm	вяз
elongate	удлинять
